Order Date,Forecasted Sales
2018-01,49689.33549117319
2018-02,41837.43694172157
2018-03,74869.67129547574
2018-04,61535.3195730993
2018-05,68505.96273320031
2018-06,65392.13926554627
2018-07,67082.63321433497
2018-08,66667.94912345301
2018-09,108143.14885421706
2018-10,77813.33409863804
2018-11,115964.60278002886
2018-12,117405.25801834278
